Item #,CPT/HCPCS Code,Description,Modifier,NDC,UOM,NRV,Gross Charge,Cash price,Min insurance pmt,Max insurance pmt,"AARP/UHC MHMO - AARP Medicare Advantage Plans, Dual Complete Special Needs Plans, UnitedHealthcare Medicare Advantage PASSPORT, UnitedHealthcare Medicare Advantage PPO","Aetna Commercial - HMO, POS, PPO EPO, HDHP","Ambetter - Ambetter Bronze, Silver, and Gold plans",Amerigroup - TennCare,"Amerivantage MHMO - Amerivantage Balance Plus (HMO), Amerivantage Classic Plus (HMO-POS), Amerivantage Full Dual Coordination (HMO D-SNP), Amerivantage Dual Premier (HMO D-SNP), Amerivantage Classic (HMO), Amerivantage Balance, Dual Coordination (HMO D-SNP)",Beechstreet - PPO,Blount County Government Cigna via Allegiance,Blue Cross Networks P&S,BlueCare - TennCare,"BlueAdvantage MHMO - BlueAdvantage Sapphire (PPO), BlueAdvantage Freedom (PPO), BlueCare Plus (HMO D-SNP), BlueCare Plus Choice (HMO D-SNP), BlueAdvantage Emerald (PPO), BlueAdvantage Ruby (PPO), BlueAdvantage Diamond (PPO)","Cigna - Connect, HMO, Indemnity, LocalPlus, OAP/Open Access Plus, PPO",Coventry - PPO,"Humana - HMO, Indemnity, POS, PPO","Humana Gold Plus HMO, HumanaChoice PPO, HumanaChoice Regional PPO, Humana Gold Plus SNP-DE",Multiplan - PPO,TennCare Select - TennCare,Three Rivers - PPO,UHC Community Plan - TennCare,"UnitedHealthcare - All Savers Health Plan, Heritage/UHC of the River Valley, Sures, TN Individual Exchange Benefit Plan, UHC Choice/Choice Plus, UHC Choice Advanced/Choice Plus Advanced, UHC Core/Core Essential, UHC EDGE, UHC Navigate, UHC Options PPO","WellCare - Wellcare Dual Access (HMO D-SNP), Wellcare Giveback Open (PPO), Wellcare No Premium (HMO-POS), Wellcare No Premium (PPO), Wellcare Assist (HMO), Wellcare Giveback (HMO), Wellcare Patriot Giveback (HMO-POS)"
4088774,82710,URINE ESS.PROF.W/MERCURY,,,,0300,$101.00,$34.34,$10.95,$90.90,N/A,$90.90,N/A,N/A,N/A,$84.84,$21.84,$85.99,$41.81,N/A,$34.64,$28.56,$16.80,N/A,$80.80,$47.77,$80.80,$10.95,$14.72,N/A
4088776,85635,REPTILASE TIME,,,,0300,$307.00,$104.38,$6.42,$276.30,N/A,$276.30,N/A,N/A,N/A,$257.88,$12.81,$50.36,$24.50,N/A,$20.26,$16.75,$9.85,N/A,$245.60,$27.99,$245.60,$6.42,$8.63,N/A
4088777,82710,FECAL FAT QUANTITATIVE,,,,0300,$101.00,$34.34,$10.95,$90.90,N/A,$90.90,N/A,N/A,N/A,$84.84,$21.84,$85.99,$41.81,N/A,$34.64,$28.56,$16.80,N/A,$80.80,$47.77,$80.80,$10.95,$14.72,N/A
4088785,85670,THROMBIN,,,,0300,$248.00,$84.32,$3.77,$223.20,N/A,$223.20,N/A,N/A,N/A,$208.32,$7.50,$29.51,$13.90,N/A,$11.73,$9.81,$5.77,N/A,$198.40,$15.88,$198.40,$3.77,$5.06,N/A
4088790,G0480,SULFENYLUREA HYPOGLYCEMIC,,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$97.23,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088799,86747,PARVOVIRUS B19 IGM,,,,0300,$52.00,$17.68,$9.79,$52.00,N/A,$46.80,N/A,N/A,N/A,$43.68,$19.54,$52.00,$31.24,N/A,$30.91,$25.55,$15.03,N/A,$41.60,$35.69,$41.60,$9.79,$13.17,N/A
4088801,83520,TRYPTASE,,,,0300,$167.00,$56.78,$8.44,$150.30,N/A,$150.30,N/A,N/A,N/A,$140.28,$22.45,$66.23,$30.75,N/A,$26.66,$29.36,$17.27,N/A,$133.60,$35.13,$133.60,$8.44,$11.35,N/A
4088803,84442,THYROXINE BINDING GLOB,,,,0300,$89.00,$30.26,$9.63,$80.10,N/A,$80.10,N/A,N/A,N/A,$74.76,$19.21,$59.55,$24.35,N/A,$30.38,$25.13,$14.78,N/A,$71.20,$27.82,$71.20,$9.63,$12.95,N/A
4088804,86317,THYROTROPIN RECEPTOR AB.,,,,0300,$96.00,$32.64,$9.77,$86.40,N/A,$86.40,N/A,N/A,N/A,$80.64,$19.49,$76.46,$31.24,N/A,$30.91,$25.48,$14.99,N/A,$76.80,$35.69,$76.80,$9.77,$13.13,N/A
4088810,83519,TETRAHYDRODEOXYL CORTISOL,,,,0300,$187.00,$63.58,$8.80,$168.30,N/A,$168.30,N/A,N/A,N/A,$157.08,$23.92,$69.11,$20.27,N/A,$27.71,$31.28,$18.40,N/A,$149.60,$23.15,$149.60,$8.80,$11.84,N/A
4088811,83519,TRYPSINOGEN,,,,0300,$187.00,$63.58,$8.80,$168.30,N/A,$168.30,N/A,N/A,N/A,$157.08,$23.92,$69.11,$20.27,N/A,$27.71,$31.28,$18.40,N/A,$149.60,$23.15,$149.60,$8.80,$11.84,N/A
4088812,84488,TRYPSIN (STOOL),,,,0300,$168.00,$57.12,$4.76,$151.20,N/A,$151.20,N/A,N/A,N/A,$141.12,$9.49,$37.35,$17.64,N/A,$14.93,$12.41,$7.30,N/A,$134.40,$20.16,$134.40,$4.76,$6.40,N/A
4088814,86256,RETICULIN AB.LK(8813),,,,0300,$282.00,$95.88,$7.85,$253.80,N/A,$253.80,N/A,N/A,N/A,$236.88,$15.67,$61.65,$29.92,N/A,$25.06,$20.49,$12.05,N/A,$225.60,$34.19,$225.60,$7.85,$10.56,N/A
4088815,82747,RBC FOLATE (LK4929),,,,0300,$170.00,$57.80,$11.28,$153.00,N/A,$153.00,N/A,N/A,N/A,$142.80,$22.95,$88.61,$12.09,N/A,$35.71,$30.01,$17.65,N/A,$136.00,$13.81,$136.00,$11.28,$15.17,N/A
4088817,82672,TOTAL ESTROGEN,,,,0300,$140.00,$47.60,$14.13,$126.00,N/A,$126.00,N/A,N/A,N/A,$117.60,$28.21,$111.00,$52.76,N/A,$44.77,$36.89,$21.70,N/A,$112.00,$60.28,$112.00,$14.13,$19.00,N/A
4088818,80201,TOPIRAMATE,,,,0300,$135.00,$45.90,$7.77,$121.50,N/A,$121.50,N/A,N/A,N/A,$113.40,$15.50,$61.01,$31.98,N/A,$24.51,$20.26,$11.92,N/A,$108.00,$36.53,$108.00,$7.77,$10.44,N/A
4088824,86777,TOXOPLASMA GONDII IGG,,,,0300,$82.00,$27.88,$9.38,$73.80,N/A,$73.80,N/A,N/A,N/A,$68.88,$18.71,$73.65,$53.73,N/A,$29.84,$24.46,$14.39,N/A,$65.60,$61.38,$65.60,$9.38,$12.61,N/A
4088826,86778,TOXOPLASMA GONDII IGM,,,,0300,$82.00,$27.88,$9.38,$78.32,N/A,$73.80,N/A,N/A,N/A,$68.88,$18.73,$73.69,$68.55,N/A,$29.84,$24.50,$14.41,N/A,$65.60,$78.32,$65.60,$9.38,$12.62,N/A
4088829,85810,VISCOSITY,,,,0300,$129.00,$43.86,$7.61,$116.10,N/A,$116.10,N/A,N/A,N/A,$108.36,$15.17,$59.55,$24.35,N/A,$23.98,$19.84,$11.67,N/A,$103.20,$27.82,$103.20,$7.61,$10.23,N/A
4088830,87252,VARICELLA-ZOSTER CULTURE,,,,0300,$230.00,$78.20,$16.98,$207.00,N/A,$207.00,N/A,N/A,N/A,$193.20,$33.89,$133.35,$64.23,N/A,$53.84,$44.32,$26.07,N/A,$184.00,$73.38,$184.00,$16.98,$22.84,N/A
4088831,86787,VARICELLA ZOSTER IGM,,,,0300,$71.00,$24.14,$8.39,$65.93,N/A,$63.90,N/A,N/A,N/A,$59.64,$16.74,$65.93,$37.10,N/A,$26.66,$21.90,$12.88,N/A,$56.80,$42.38,$56.80,$8.39,$11.29,N/A
4088832,86593,VDRL CSF,,,,0300,$73.00,$24.82,$2.87,$65.70,N/A,$65.70,N/A,N/A,N/A,$61.32,$5.72,$22.50,$10.91,N/A,$9.06,$7.48,$4.40,N/A,$58.40,$12.47,$58.40,$2.87,$3.86,N/A
4088833,84586,VIP (VASOACTIVE INT.PEP),,,,0300,$159.00,$54.06,$21.62,$143.10,N/A,$143.10,N/A,N/A,N/A,$133.56,$45.93,$52.84,$21.62,N/A,$72.48,$60.06,$35.33,N/A,$127.20,$24.70,$127.20,$23.02,$30.95,N/A
4088834,G0480,TRIMIPRAMINE,,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$97.23,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088836,86780,TREP PALLIDUM AB(MHA-TP),,,,0300,$200.00,$68.00,$8.85,$180.00,N/A,$180.00,N/A,N/A,N/A,$168.00,$17.21,$67.73,$19.53,N/A,$58.09,$22.51,$13.24,N/A,$160.00,$22.31,$160.00,$8.85,$11.38,N/A
4088837,86780,TREP.PALLIDUM AB(FIA-ABS),,,,0300,$200.00,$68.00,$8.85,$180.00,N/A,$180.00,N/A,N/A,N/A,$168.00,$17.21,$67.73,$19.53,N/A,$75.81,$22.51,$13.24,N/A,$160.00,$22.31,$160.00,$8.85,$11.38,N/A
4088841,82380,CAROTENE (8840),,,,0300,$190.00,$64.60,$6.01,$171.00,N/A,$171.00,N/A,N/A,N/A,$159.60,$11.99,$47.18,$23.83,N/A,$19.18,$15.67,$9.22,N/A,$152.00,$27.22,$152.00,$6.01,$8.08,N/A
4088843,84207,VITAMIN B 6,,,,0300,$195.00,$66.30,$18.30,$175.50,N/A,$175.50,N/A,N/A,N/A,$163.80,$36.53,$143.74,$69.07,N/A,$57.57,$47.77,$28.10,N/A,$156.00,$78.92,$156.00,$18.30,$24.61,N/A
4088844,84590,VITAMIN A,,,,0300,$124.00,$42.16,$7.55,$111.60,N/A,$111.60,N/A,N/A,N/A,$104.16,$15.09,$59.36,$33.07,N/A,$23.98,$19.74,$11.61,N/A,$99.20,$37.78,$99.20,$7.55,$10.16,N/A
4088846,84425,VITAMIN B1 ASSESSMENT,,,,0300,$165.00,$56.10,$13.84,$148.50,N/A,$148.50,N/A,N/A,N/A,$138.60,$27.60,$108.60,$52.58,N/A,$43.71,$36.09,$21.23,N/A,$132.00,$60.08,$132.00,$13.84,$18.61,N/A
4088850,84585,VMA,,,,0300,$108.00,$36.72,$10.10,$97.20,N/A,$97.20,N/A,N/A,N/A,$90.72,$20.15,$79.28,$35.64,N/A,$31.98,$26.35,$15.50,N/A,$86.40,$40.72,$86.40,$10.10,$13.58,N/A
4088851,84600,VOLATILE PROFILE (MC CMB G0434),,,,0300,$208.00,$70.72,$10.47,$187.20,N/A,$187.20,N/A,N/A,N/A,$174.72,$22.24,$82.24,$37.78,N/A,$33.04,$29.09,$17.11,N/A,$166.40,$43.16,$166.40,$10.47,$14.08,N/A
4088855,84630,ZINC,,,,0300,$102.00,$34.68,$7.42,$91.80,N/A,$91.80,N/A,N/A,N/A,$85.68,$14.81,$58.24,$28.14,N/A,$23.46,$19.36,$11.39,N/A,$81.60,$32.15,$81.60,$7.42,$9.98,N/A
4088857,86762,RUBELLA AB IGM,,,,0300,$100.00,$34.00,$9.38,$90.00,N/A,$90.00,N/A,N/A,N/A,$84.00,$18.71,$73.65,$11.82,N/A,$29.84,$24.46,$14.39,N/A,$80.00,$13.51,$80.00,$9.38,$12.61,N/A
4088861,84305,SOMATOMEDINC,,,,0300,$198.00,$67.32,$13.85,$178.20,N/A,$178.20,N/A,N/A,N/A,$166.32,$27.64,$102.98,$85.23,N/A,$43.71,$36.14,$21.26,N/A,$158.40,$90.00,$158.40,$13.85,$18.62,N/A
4088863,84255,SELENIUM,,,,0300,$123.00,$41.82,$16.64,$110.70,N/A,$110.70,N/A,N/A,N/A,$103.32,$33.19,$95.18,$38.96,N/A,$52.77,$43.40,$25.53,N/A,$98.40,$44.51,$98.40,$16.64,$22.36,N/A
4088864,80171,NEURONTIN (GABAPENTIN) WB PLASMA SERUM,,,,0300,$220.00,$74.80,$8.44,$198.00,N/A,$198.00,N/A,N/A,N/A,$184.80,$28.17,$67.84,$18.63,N/A,$90.64,$36.84,$21.67,N/A,$176.00,$21.29,$176.00,$8.44,$10.85,N/A
4088867,83540,QUANT. IRON-LIVER TISSUE,,,,0300,$75.00,$25.50,$4.22,$67.50,N/A,$67.50,N/A,N/A,N/A,$63.00,$8.41,$33.11,$16.11,N/A,$13.33,$11.00,$6.47,N/A,$60.00,$18.40,$60.00,$4.22,$5.68,N/A
4088873,84482,REVERSE T3,,,,0300,$326.00,$110.84,$10.27,$293.40,N/A,$293.40,N/A,N/A,N/A,$273.84,$20.49,$80.63,$85.12,N/A,$32.51,$26.79,$15.76,N/A,$260.80,$97.25,$260.80,$10.27,$13.81,N/A
4088879,86638,Q FEVER,,,,0300,$69.00,$23.46,$7.90,$62.10,N/A,$62.10,N/A,N/A,N/A,$57.96,$15.76,$62.03,$40.57,N/A,$25.06,$20.60,$12.12,N/A,$55.20,$46.35,$55.20,$7.90,$10.62,N/A
4088884,84999,"OSMOLALITY,FECAL",,,,0300,$39.00,$13.26,$20.35,$37.00,N/A,$35.10,N/A,N/A,N/A,$32.76,$20.35,$0.00,$0.00,N/A,$37.00,$28.08,$0.00,N/A,$31.20,$0.00,$31.20,N/A,$0.00,N/A
4088890,86431,SYSTEMIC LUPUS PNA LK7848,,,,0300,$105.00,$35.70,$3.70,$94.50,N/A,$94.50,N/A,N/A,N/A,$88.20,$7.37,$29.03,$11.82,N/A,$11.73,$9.64,$5.67,N/A,$84.00,$13.51,$84.00,$3.70,$4.97,N/A
4088891,86225,SYSTEMIC LUPUS(LK 7848),,,,0300,$106.00,$36.04,$8.95,$95.40,N/A,$95.40,N/A,N/A,N/A,$89.04,$17.86,$70.28,$34.25,N/A,$28.26,$23.36,$13.74,N/A,$84.80,$39.12,$84.80,$8.95,$12.04,N/A
4088892,86235,SYSTEMIC LUPUS (LK 7848),,,,0300,$110.00,$37.40,$11.68,$99.00,N/A,$99.00,N/A,N/A,N/A,$92.40,$23.31,$91.73,$43.81,N/A,$36.78,$30.48,$17.93,N/A,$88.00,$50.06,$88.00,$11.68,$15.71,N/A
4088893,82664,OLIGOCLONAL BANDING,,,,0300,$323.00,$109.82,$22.38,$290.70,N/A,$290.70,N/A,N/A,N/A,$271.32,$79.95,$175.76,$36.67,N/A,$70.88,$104.55,$61.50,N/A,$258.40,$41.89,$258.40,$22.38,$30.10,N/A
4088899,86682,STRONGYLOIDES STERCORALIS,,,,0300,$154.00,$52.36,$8.48,$138.60,N/A,$138.60,N/A,N/A,N/A,$129.36,$16.91,$66.56,$42.01,N/A,$26.66,$22.12,$13.01,N/A,$123.20,$48.00,$123.20,$8.48,$11.39,N/A
4088901,83873,M. S. PROFILE SERUM (2PK),,,,0300,$185.00,$62.90,$11.21,$166.50,N/A,$166.50,N/A,N/A,N/A,$155.40,$22.36,$88.01,$42.50,N/A,$35.18,$29.24,$17.20,N/A,$148.00,$48.55,$148.00,$11.21,$15.07,N/A
4088902,82784,M. S. PROFILE CSF (2PK),,,,0300,$144.00,$48.96,$6.06,$129.60,N/A,$129.60,N/A,N/A,N/A,$120.96,$12.09,$47.55,$23.17,N/A,$19.18,$15.81,$9.30,N/A,$115.20,$26.47,$115.20,$6.06,$8.15,N/A
4088903,83921,"METHYLONIC ACID, SERUM OR PLASMA",,,,0300,$225.00,$76.50,$10.72,$202.50,N/A,$202.50,N/A,N/A,N/A,$189.00,$27.57,$77.59,$21.60,N/A,$34.11,$36.06,$21.21,N/A,$180.00,$24.67,$180.00,$10.72,$14.42,N/A
4088916,83655,LEAD (LINK 8915),,,,0300,$98.00,$33.32,$7.89,$88.20,N/A,$88.20,N/A,N/A,N/A,$82.32,$15.74,$61.95,$28.96,N/A,$25.06,$20.59,$12.11,N/A,$78.40,$33.09,$78.40,$7.89,$10.60,N/A
4088917,84202,ZPP (LINK 8915),,,,0300,$74.00,$25.16,$9.35,$73.39,N/A,$66.60,N/A,N/A,N/A,$62.16,$18.66,$73.39,$30.38,N/A,$29.31,$24.40,$14.35,N/A,$59.20,$34.71,$59.20,$9.35,$12.57,N/A
4088942,86694,TORCH LINK 8823,,,,0300,$194.00,$65.96,$9.38,$174.60,N/A,$174.60,N/A,N/A,N/A,$162.96,$18.71,$73.65,$18.50,N/A,$29.84,$24.46,$14.39,N/A,$155.20,$21.14,$155.20,$9.38,$12.61,N/A
4088944,86762,TORCH LINK 8823,,,,0300,$100.00,$34.00,$9.38,$90.00,N/A,$90.00,N/A,N/A,N/A,$84.00,$18.71,$73.65,$11.82,N/A,$29.84,$24.46,$14.39,N/A,$80.00,$13.51,$80.00,$9.38,$12.61,N/A
4088945,86778,TORCH LINK 8823,,,,0300,$82.00,$27.88,$9.38,$78.32,N/A,$73.80,N/A,N/A,N/A,$68.88,$18.73,$73.69,$68.55,N/A,$29.84,$24.50,$14.41,N/A,$65.60,$78.32,$65.60,$9.38,$12.62,N/A
4088952,88313,SPECIAL STAIN-CONSULT I,,,,0310,$150.00,$51.00,$3.57,$150.00,N/A,$135.00,N/A,N/A,N/A,$126.00,$51.15,$150.00,$3.57,N/A,$61.68,$108.00,$61.80,N/A,$120.00,$4.08,$120.00,$7.12,$9.90,N/A
4088965,80299,SPORANOX (INTRACONAZOLE),,,,0300,$435.00,$147.90,$8.92,$391.50,N/A,$391.50,N/A,N/A,N/A,$365.40,$24.23,$70.05,$30.66,N/A,$28.26,$31.69,$18.64,N/A,$348.00,$35.03,$348.00,$8.92,$11.99,N/A
4088967,36415,VENIPUNCTURE,,,,0300,$35.00,$11.90,$1.50,$31.50,N/A,$31.50,N/A,N/A,N/A,$29.40,$3.90,$9.00,$5.15,N/A,$16.48,$25.20,$3.90,N/A,$28.00,$5.88,$28.00,$1.50,$1.80,N/A
4088970,36415,"VENIPUNCTURE, NURSING HOME",,,,0300,$3.00,$1.02,$1.24,$5.15,N/A,$2.70,N/A,N/A,N/A,$2.52,$3.00,$3.00,$5.15,N/A,$1.24,$2.16,$3.00,N/A,$2.40,N/A,$2.40,$1.50,$1.80,N/A
4088977,84425,THIAMINE (VIT B1),,,,0300,$165.00,$56.10,$13.84,$148.50,N/A,$148.50,N/A,N/A,N/A,$138.60,$27.60,$108.60,$52.58,N/A,$43.71,$36.09,$21.23,N/A,$132.00,$60.08,$132.00,$13.84,$18.61,N/A
4088979,86665,EBV VIRAL CAPSID IGM (LK),,,,0300,$98.00,$33.32,$11.82,$88.20,N/A,$88.20,N/A,N/A,N/A,$82.32,$23.58,$76.46,$45.07,N/A,$37.31,$30.84,$18.14,N/A,$78.40,$50.00,$78.40,$11.82,$15.89,N/A
4088980,P9604,TRAVEL ALLOWANCE N.H.,,,,0300,$42.00,$14.28,$1.52,$37.80,N/A,$37.80,N/A,N/A,N/A,$35.28,$18.15,N/A,$5.15,N/A,$13.60,$30.24,$13.13,N/A,$33.60,$5.88,$33.60,$1.52,$0.00,N/A
4088986,,PROCESS AND SHIP SPEC.,,,,0300,$98.00,$33.32,$75.81,$88.20,N/A,$88.20,N/A,N/A,N/A,$82.32,N/A,N/A,N/A,N/A,$75.81,N/A,N/A,N/A,$78.40,N/A,$78.40,N/A,N/A,N/A
4089303,84484,TROPONIN-T,,,,0300,$180.00,$61.20,$6.42,$162.00,N/A,$162.00,N/A,N/A,N/A,$151.20,$16.21,$50.33,$55.07,N/A,$20.26,$21.20,$12.47,N/A,$144.00,$62.92,$144.00,$6.42,$8.62,N/A
4089304,86300,CANCER ANTIGEN 15-3,,,,0300,$157.00,$53.38,$13.56,$141.30,N/A,$141.30,N/A,N/A,N/A,$131.88,$27.05,$106.46,$29.62,N/A,$42.64,$35.38,$20.81,N/A,$125.60,$33.84,$125.60,$13.56,$18.23,N/A
4089305,86606,ASPERGILLUS AB (LK8152),,,,0300,$90.00,$30.60,$9.81,$81.00,N/A,$81.00,N/A,N/A,N/A,$75.60,$19.57,$74.96,$33.57,N/A,$30.91,$25.59,$15.05,N/A,$72.00,$38.36,$72.00,$9.81,$13.19,N/A
4089307,89190,"EOSINOPHIL COUNT, NASAL",,,,0300,$39.00,$13.26,$3.10,$35.10,N/A,$35.10,N/A,N/A,N/A,$32.76,$7.53,$21.04,$8.59,N/A,$9.60,$9.84,$5.79,N/A,$31.20,$9.82,$31.20,$3.10,$4.16,N/A
4089317,87252,CMV CULTURE (LK 8291),,,,0300,$230.00,$78.20,$16.98,$207.00,N/A,$207.00,N/A,N/A,N/A,$193.20,$33.89,$133.35,$64.23,N/A,$53.84,$44.32,$26.07,N/A,$184.00,$73.38,$184.00,$16.98,$22.84,N/A
4089318,87332,CMV CULTURE (LK 8291),,,,0300,$127.00,$43.18,$7.81,$114.30,N/A,$114.30,N/A,N/A,N/A,$106.68,$15.57,$58.58,$25.31,N/A,$24.51,$20.37,$11.98,N/A,$101.60,$28.92,$101.60,$7.81,$10.51,N/A
4089319,87254,CMV CULTURE (LK 8291),,,,0300,$165.00,$56.10,$6.96,$148.50,N/A,$148.50,N/A,N/A,N/A,$138.60,$25.43,$100.05,$6.96,N/A,$40.51,$33.25,$19.56,N/A,$132.00,$7.95,$132.00,$12.74,$17.13,N/A
4089327,87110,CHLAMYDIA PNEU VIRAL CULT,,,,0300,$514.00,$174.76,$12.77,$462.60,N/A,$462.60,N/A,N/A,N/A,$431.76,$25.48,$100.24,$48.77,N/A,$40.51,$33.32,$19.60,N/A,$411.20,$55.72,$411.20,$12.77,$17.16,N/A
4089342,80185,TOTAL DILANTIN (LK 9341),,,,0300,$150.00,$51.00,$8.63,$135.00,N/A,$135.00,N/A,N/A,N/A,$126.00,$17.23,$67.84,$31.61,N/A,$27.18,$22.53,$13.25,N/A,$120.00,$36.11,$120.00,$8.63,$11.62,N/A
4089343,80186,FREE DILANTIN (LK 9341),,,,0300,$171.00,$58.14,$8.97,$153.90,N/A,$153.90,N/A,N/A,N/A,$143.64,$17.89,$70.43,$49.94,N/A,$28.26,$23.39,$13.76,N/A,$136.80,$57.05,$136.80,$8.97,$12.06,N/A
4089389,83519,INHIBIN A&B MARKER(LK9388,,,,0300,$187.00,$63.58,$8.80,$168.30,N/A,$168.30,N/A,N/A,N/A,$157.08,$23.92,$69.11,$20.27,N/A,$27.71,$31.28,$18.40,N/A,$149.60,$23.15,$149.60,$8.80,$11.84,N/A
4089390,83930,ADH (LINK 8106),,,,0300,$74.00,$25.16,$4.31,$66.60,N/A,$66.60,N/A,N/A,N/A,$62.16,$8.59,$33.83,$15.79,N/A,$13.86,$11.24,$6.61,N/A,$59.20,$18.04,$59.20,$4.31,$5.79,N/A
4089391,84588,ADH (LK 8106),,,,0300,$432.00,$146.88,$22.12,$388.80,N/A,$388.80,N/A,N/A,N/A,$362.88,$44.12,$173.66,$84.48,N/A,$69.82,$57.70,$33.94,N/A,$345.60,$96.52,$345.60,$22.12,$29.74,N/A
4089401,86003,RAST FOOD PROFILE (LK9400)(NCCI 83006),,,,0300,$30.00,$10.20,$3.40,$30.00,N/A,$27.00,N/A,N/A,N/A,$25.20,$6.79,$26.70,$27.34,N/A,$10.66,$8.87,$5.22,N/A,$24.00,$30.00,$24.00,$3.40,$4.57,N/A
4089403,84597,VITAMIN K1,,,,0300,$161.00,$54.74,$8.93,$144.90,N/A,$144.90,N/A,N/A,N/A,$135.24,$17.84,$70.16,$34.09,N/A,$28.26,$23.32,$13.72,N/A,$128.80,$38.95,$128.80,$8.93,$12.01,N/A
4089404,85292,FLETCHER FACTOR,,,,0300,$334.00,$113.56,$12.34,$300.60,N/A,$300.60,N/A,N/A,N/A,$280.56,$24.61,$96.90,$47.15,N/A,$38.91,$32.18,$18.93,N/A,$267.20,$53.87,$267.20,$12.34,$16.59,N/A
4089408,86160,MANNOSE BINDING PROTEIN,,,,0300,$125.00,$42.50,$7.82,$112.50,N/A,$112.50,N/A,N/A,N/A,$105.00,$15.60,$61.43,$21.43,N/A,$24.51,$20.40,$12.00,N/A,$100.00,$24.49,$100.00,$7.82,$10.52,N/A
4089424,83883,IMMUNOGLOB FREE (LK 9424),,,,0300,$130.00,$44.20,$8.86,$117.00,N/A,$117.00,N/A,N/A,N/A,$109.20,$17.68,$49.54,$20.27,N/A,$28.26,$23.12,$13.60,N/A,$104.00,$23.15,$104.00,$8.86,$11.91,N/A
4089428,86777,TOXOPLASMA AB (LK 8825),,,,0300,$82.00,$27.88,$9.38,$73.80,N/A,$73.80,N/A,N/A,N/A,$68.88,$18.71,$73.65,$53.73,N/A,$29.84,$24.46,$14.39,N/A,$65.60,$61.38,$65.60,$9.38,$12.61,N/A
4089429,86762,RUBELLA AB (LK 8825),,,,0300,$100.00,$34.00,$9.38,$90.00,N/A,$90.00,N/A,N/A,N/A,$84.00,$18.71,$73.65,$11.82,N/A,$29.84,$24.46,$14.39,N/A,$80.00,$13.51,$80.00,$9.38,$12.61,N/A
4089430,86644,CYTOMEG VIRUS (LINK 8825),,,,0300,$71.00,$24.14,$9.38,$71.00,N/A,$63.90,N/A,N/A,N/A,$59.64,$18.71,$71.00,$53.73,N/A,$29.84,$24.46,$14.39,N/A,$56.80,$61.38,$56.80,$9.38,$12.61,N/A
4089431,86694,HERPES SIMPLEX AB (LK8825,,,,0300,$194.00,$65.96,$9.38,$174.60,N/A,$174.60,N/A,N/A,N/A,$162.96,$18.71,$73.65,$18.50,N/A,$29.84,$24.46,$14.39,N/A,$155.20,$21.14,$155.20,$9.38,$12.61,N/A
4089432,85210,FACTOR 2 ACTIVITY,,,,0300,$219.00,$74.46,$8.46,$197.10,N/A,$197.10,N/A,N/A,N/A,$183.96,$16.87,$66.45,$28.11,N/A,$26.66,$22.07,$12.98,N/A,$175.20,$32.12,$175.20,$8.46,$11.38,N/A
4089433,G0480,"PENTOBARBITAL, SERUM",,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$97.23,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4089437,87230,CLOSTRIDIUM DIFF TOXIN B,,,,0300,$227.00,$77.18,$12.87,$204.30,N/A,$204.30,N/A,N/A,N/A,$190.68,$25.66,$101.03,$42.57,N/A,$40.51,$33.56,$19.74,N/A,$181.60,$48.64,$181.60,$12.87,$17.30,N/A
4089448,87536,HIV1 ULTRASENSITIVE RNA,,,,0300,$272.00,$92.48,$55.44,$272.00,N/A,$244.80,N/A,N/A,N/A,$228.48,$110.63,$272.00,$95.94,N/A,$175.36,$144.67,$85.10,N/A,$217.60,$109.61,$217.60,$55.44,$74.54,N/A
4089449,80299,WARFARIN,,,,0300,$435.00,$147.90,$8.92,$391.50,N/A,$391.50,N/A,N/A,N/A,$365.40,$24.23,$70.05,$30.66,N/A,$28.26,$31.69,$18.64,N/A,$348.00,$35.03,$348.00,$8.92,$11.99,N/A
4089466,87476,LYME DISEASE(REAL TIME PC,,,,0300,$86.00,$29.24,$22.86,$86.00,N/A,$77.40,N/A,N/A,N/A,$72.24,$45.62,$86.00,$77.55,N/A,$72.48,$59.65,$35.09,N/A,$68.80,$86.00,$68.80,$22.86,$30.75,N/A
4089467,87522,HEPTIMAX,,,,0300,$453.00,$154.02,$27.91,$407.70,N/A,$407.70,N/A,N/A,N/A,$380.52,$55.69,$219.15,$95.94,N/A,$87.94,$72.83,$42.84,N/A,$362.40,$109.61,$362.40,$27.91,$37.52,N/A
4089468,87305,ASPERGILLIS ANTIGEN,,,,0300,$262.00,$89.08,$7.81,$235.80,N/A,$235.80,N/A,N/A,N/A,$220.08,$15.57,$58.58,$16.49,N/A,$69.63,$20.37,$11.98,N/A,$209.60,$18.84,$209.60,$7.81,$10.51,N/A
